n,p,k,ph,humidity,temperature,pump,total_nutrients,temp_ph_interaction,yield_ton_ha,irrigation_volume_l_m2,fertilizer_kg_ha,humidity_range,ph_range,temperature_range,source
1,0,1,4.87,90.9,22.2,0,2,107.89,0.042,0.0,68.04,excesso,acido,ideal,synthetic_agronomic_soy
1,1,1,6.49,61.1,18.0,0,3,116.45,2.203,0.747,1.86,adequada,ideal,baixa,synthetic_agronomic_soy
0,0,0,4.96,79.5,27.3,0,0,135.6,0.179,0.05,128.15,excesso,acido,ideal,synthetic_agronomic_soy
0,0,1,5.76,28.6,31.0,1,1,178.53,0.788,5.344,75.04,critica,acido,ideal,synthetic_agronomic_soy
1,0,0,6.69,93.3,25.0,0,1,167.19,0.557,0.355,65.95,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,1,7.54,54.9,24.8,0,2,187.04,1.695,2.214,56.61,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.87,54.5,35.5,1,2,208.22,1.259,3.21,42.2,baixa,acido,estresse,synthetic_agronomic_soy
1,0,0,7.38,92.7,21.0,0,1,155.21,0.124,0.0,90.91,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.56,45.5,30.7,0,3,231.81,0.728,4.664,23.06,baixa,alcalino,ideal,synthetic_agronomic_soy
0,0,0,4.86,46.8,38.8,1,0,188.63,0.0,5.242,139.52,baixa,acido,estresse,synthetic_agronomic_soy
1,1,1,5.52,61.8,18.6,0,3,102.89,1.756,1.221,18.35,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,6.93,25.2,30.6,1,3,212.02,0.503,5.563,18.77,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,0,7.07,40.7,40.4,1,1,285.93,0.111,6.339,69.09,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,0,5.98,30.5,27.9,0,1,166.73,1.193,6.38,75.2,critica,acido,ideal,synthetic_agronomic_soy
1,0,0,6.77,23.3,41.3,0,1,279.66,0.024,12.243,64.45,critica,ideal,estresse,synthetic_agronomic_soy
1,0,0,6.64,84.3,21.3,0,1,141.37,1.474,0.0,73.65,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,1,7.02,62.1,28.9,1,2,203.06,3.2,1.319,46.28,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,0,6.96,43.7,21.3,0,2,148.38,1.143,3.188,46.71,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,0,5.06,47.7,12.1,0,1,61.26,0.0,2.06,95.47,baixa,acido,baixa,synthetic_agronomic_soy
0,1,0,5.27,49.5,41.9,0,1,221.11,0.324,7.058,93.16,baixa,acido,estresse,synthetic_agronomic_soy
1,1,1,5.2,65.7,19.2,0,3,99.81,1.151,0.69,29.84,adequada,acido,ideal,synthetic_agronomic_soy
1,1,0,7.6,89.1,41.2,0,2,312.96,0.404,3.717,58.42,excesso,alcalino,estresse,synthetic_agronomic_soy
0,0,0,7.54,89.6,31.6,0,0,238.22,0.186,0.975,126.6,excesso,alcalino,ideal,synthetic_agronomic_soy
0,0,1,7.19,46.3,39.1,1,1,281.35,0.483,5.597,62.96,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.15,41.3,41.0,0,2,211.24,0.157,8.689,57.28,baixa,acido,estresse,synthetic_agronomic_soy
1,1,0,6.52,51.1,29.0,0,2,189.39,3.471,3.842,31.3,baixa,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.36,60.4,42.0,0,1,225.14,0.0,4.771,89.66,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,5.91,51.9,35.0,0,2,206.8,1.316,5.316,45.73,baixa,acido,estresse,synthetic_agronomic_soy
0,0,0,5.6,67.7,27.7,0,0,155.24,2.041,1.357,109.89,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,7.29,59.4,31.6,0,3,230.61,2.614,3.406,17.56,adequada,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.23,40.7,17.8,0,2,93.3,0.126,4.092,62.69,baixa,acido,baixa,synthetic_agronomic_soy
1,0,0,6.74,42.7,12.3,0,1,83.09,0.33,3.357,71.91,baixa,ideal,baixa,synthetic_agronomic_soy
1,1,1,7.75,45.3,19.7,0,3,152.74,0.744,3.199,33.44,baixa,alcalino,ideal,synthetic_agronomic_soy
1,1,1,6.86,22.6,25.0,1,3,171.87,0.203,4.116,9.38,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,5.04,28.3,18.8,0,2,94.92,0.0,4.117,76.16,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,7.52,72.8,27.4,0,3,206.3,1.635,0.538,25.11,adequada,alcalino,ideal,synthetic_agronomic_soy
0,1,1,6.73,46.1,31.7,1,2,213.57,2.032,3.597,37.64,baixa,ideal,ideal,synthetic_agronomic_soy
0,0,1,6.17,32.2,31.7,0,1,195.39,0.5,7.39,71.1,critica,ideal,ideal,synthetic_agronomic_soy
0,0,1,6.78,60.0,38.8,0,1,263.12,0.862,4.719,75.01,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,1,7.44,75.4,41.0,0,1,304.84,0.204,2.453,90.65,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,1,6.23,35.6,38.7,1,2,241.28,0.263,7.655,27.88,critica,ideal,estresse,synthetic_agronomic_soy
0,1,0,6.39,81.1,30.6,0,1,195.69,2.633,1.164,56.74,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.16,89.2,18.2,0,1,111.9,0.468,0.0,65.87,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.02,62.8,40.3,0,1,202.23,0.454,3.714,107.23,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,7.16,68.5,17.2,0,2,123.5,1.366,0.0,62.54,adequada,alcalino,baixa,synthetic_agronomic_soy
0,0,1,5.18,19.2,16.5,1,1,85.68,0.234,4.877,89.63,critica,acido,baixa,synthetic_agronomic_soy
0,0,0,5.98,90.6,21.5,0,0,128.81,0.579,0.0,102.42,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,5.96,46.4,29.2,1,1,174.09,1.779,2.728,65.11,baixa,acido,ideal,synthetic_agronomic_soy
0,0,0,5.64,88.9,32.4,0,0,182.99,0.802,1.082,109.21,excesso,acido,estresse,synthetic_agronomic_soy
0,1,1,6.01,61.3,12.4,0,2,74.49,0.465,0.922,33.87,adequada,ideal,baixa,synthetic_agronomic_soy
0,1,0,6.65,15.4,35.3,0,1,235.16,0.0,11.472,71.97,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,5.73,18.1,17.3,1,2,98.92,0.0,4.015,46.5,critica,acido,baixa,synthetic_agronomic_soy
1,1,1,5.32,69.4,20.9,0,3,111.11,1.367,0.0,25.28,adequada,acido,ideal,synthetic_agronomic_soy
1,1,0,7.41,60.0,21.7,0,2,160.48,1.266,1.384,54.46,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.71,17.1,22.0,1,3,169.47,0.752,4.521,30.76,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,1,6.18,74.5,34.8,0,1,214.98,1.4,1.999,64.78,adequada,ideal,estresse,synthetic_agronomic_soy
1,1,1,5.78,83.2,13.2,0,3,76.47,0.128,0.0,10.19,excesso,acido,baixa,synthetic_agronomic_soy
1,0,0,4.94,54.7,17.9,0,1,88.45,0.41,2.464,91.29,baixa,acido,baixa,synthetic_agronomic_soy
1,0,0,4.91,52.3,12.7,1,1,62.21,0.0,1.68,94.05,baixa,acido,baixa,synthetic_agronomic_soy
1,0,1,5.98,15.4,35.3,1,2,211.34,0.0,8.916,30.9,critica,acido,estresse,synthetic_agronomic_soy
1,1,0,7.59,77.9,41.5,0,2,315.1,0.241,3.179,59.93,excesso,alcalino,estresse,synthetic_agronomic_soy
0,0,1,6.99,41.5,31.8,0,1,222.25,1.334,5.847,69.68,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,0,5.85,85.3,29.7,0,1,173.7,1.391,0.546,77.47,excesso,acido,ideal,synthetic_agronomic_soy
0,1,0,7.7,44.8,39.2,1,1,302.33,0.359,5.997,96.33,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.09,60.2,19.6,0,1,119.59,1.517,1.262,56.23,adequada,ideal,ideal,synthetic_agronomic_soy
1,1,0,5.63,36.6,14.0,1,2,78.79,0.003,2.622,45.96,critica,acido,baixa,synthetic_agronomic_soy
0,0,1,6.08,27.8,27.3,1,1,165.95,0.584,3.624,55.01,critica,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.43,77.0,19.8,0,1,107.66,1.453,0.056,79.24,excesso,acido,ideal,synthetic_agronomic_soy
0,1,0,7.46,54.7,25.5,1,1,190.39,1.219,2.08,85.26,baixa,alcalino,ideal,synthetic_agronomic_soy
0,0,0,5.88,57.9,25.7,1,0,151.14,2.07,0.849,96.83,adequada,acido,ideal,synthetic_agronomic_soy
1,1,0,6.77,92.2,21.6,0,2,146.08,1.096,0.0,47.15,excesso,ideal,ideal,synthetic_agronomic_soy
0,0,0,5.97,92.1,26.6,0,0,158.66,0.9,0.16,102.46,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,7.51,83.5,23.4,0,2,175.66,0.775,0.44,55.1,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,1,6.73,30.0,15.4,1,2,103.54,0.0,2.864,43.64,critica,ideal,baixa,synthetic_agronomic_soy
0,0,1,6.26,62.5,38.0,1,1,238.07,1.066,2.53,55.18,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,0,5.2,85.3,33.0,0,0,171.68,0.507,1.045,123.26,excesso,acido,estresse,synthetic_agronomic_soy
0,1,0,7.51,45.0,13.2,1,1,99.37,0.043,2.479,93.44,baixa,alcalino,baixa,synthetic_agronomic_soy
0,0,0,6.44,23.1,15.5,1,0,99.66,0.347,4.165,79.8,critica,ideal,baixa,synthetic_agronomic_soy
1,1,0,5.66,79.9,14.9,0,2,84.24,0.46,0.0,50.79,excesso,acido,baixa,synthetic_agronomic_soy
1,1,1,7.43,53.5,13.9,0,3,102.98,0.503,1.903,24.21,baixa,alcalino,baixa,synthetic_agronomic_soy
0,1,1,4.96,60.2,13.8,0,2,68.35,0.238,1.496,68.29,adequada,acido,baixa,synthetic_agronomic_soy
0,1,1,5.74,93.6,16.7,0,2,95.97,0.258,0.449,54.09,excesso,acido,baixa,synthetic_agronomic_soy
1,1,1,6.41,63.6,37.4,0,3,239.98,2.111,3.819,2.51,adequada,ideal,estresse,synthetic_agronomic_soy
0,1,0,5.82,49.0,36.8,1,1,214.43,0.505,4.653,74.05,baixa,acido,estresse,synthetic_agronomic_soy
1,0,0,6.23,44.6,35.5,0,1,221.14,0.79,6.824,53.61,baixa,ideal,estresse,synthetic_agronomic_soy
0,1,0,5.59,48.4,30.4,0,1,170.26,1.361,3.785,81.26,baixa,acido,ideal,synthetic_agronomic_soy
0,0,1,5.19,24.5,33.7,1,1,174.94,0.163,6.914,89.89,critica,acido,estresse,synthetic_agronomic_soy
1,1,0,4.91,78.6,34.2,0,2,167.72,0.535,2.587,66.11,excesso,acido,estresse,synthetic_agronomic_soy
1,1,0,5.27,82.0,38.7,0,2,203.95,0.078,1.728,54.94,excesso,acido,estresse,synthetic_agronomic_soy
0,0,1,7.66,37.8,34.0,0,1,260.17,0.0,6.717,96.22,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,6.53,39.3,34.1,0,2,222.5,1.04,6.302,26.33,critica,ideal,estresse,synthetic_agronomic_soy
0,1,0,6.27,84.9,36.1,0,1,226.37,0.576,2.118,61.05,excesso,ideal,estresse,synthetic_agronomic_soy
1,0,1,5.95,16.9,28.7,1,2,170.79,0.364,6.585,34.41,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,6.93,56.6,18.4,1,2,127.36,1.569,1.418,32.66,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,1,5.22,52.1,14.5,0,3,75.93,0.019,2.062,24.17,baixa,acido,baixa,synthetic_agronomic_soy
0,0,1,5.63,70.2,24.6,1,1,138.3,2.087,0.218,81.47,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,6.77,28.1,14.8,0,3,99.83,0.216,4.916,4.2,critica,ideal,baixa,synthetic_agronomic_soy
0,0,1,6.24,68.5,17.1,1,1,106.53,1.552,0.216,61.57,adequada,ideal,baixa,synthetic_agronomic_soy
0,1,0,7.11,45.1,12.7,0,1,90.41,0.0,3.231,75.49,baixa,alcalino,baixa,synthetic_agronomic_soy
0,1,1,7.49,64.5,21.0,0,2,157.36,1.398,1.361,51.2,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.27,18.2,41.1,1,2,298.8,0.0,10.142,53.41,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,5.35,51.9,23.4,0,2,125.08,1.3,2.254,51.98,baixa,acido,ideal,synthetic_agronomic_soy
0,0,0,5.07,56.8,19.2,0,0,97.56,0.762,2.401,130.94,adequada,acido,ideal,synthetic_agronomic_soy
1,0,1,5.31,32.1,24.1,0,2,127.95,0.86,3.76,49.08,critica,acido,ideal,synthetic_agronomic_soy
0,0,1,7.15,26.2,21.0,1,1,150.45,0.131,3.908,79.2,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,1,7.54,30.1,32.2,1,2,242.96,0.326,5.351,60.8,critica,alcalino,estresse,synthetic_agronomic_soy
0,0,1,7.58,42.5,31.0,0,1,235.12,0.652,5.116,93.05,baixa,alcalino,ideal,synthetic_agronomic_soy
0,0,1,5.69,22.7,12.8,1,1,73.01,0.0,4.495,81.62,critica,acido,baixa,synthetic_agronomic_soy
0,1,0,7.32,90.8,27.3,0,1,200.15,0.488,0.813,86.86,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,0,6.41,47.4,13.1,1,1,83.86,0.0,1.826,57.76,baixa,ideal,baixa,synthetic_agronomic_soy
0,1,1,7.27,79.7,32.3,0,2,234.92,1.665,1.585,54.81,excesso,alcalino,estresse,synthetic_agronomic_soy
1,1,1,6.45,93.0,40.1,0,3,258.28,0.789,2.354,0.0,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,0,5.24,21.5,39.2,1,2,205.45,0.286,8.366,60.83,critica,acido,estresse,synthetic_agronomic_soy
1,1,0,5.04,67.1,18.2,0,2,91.54,0.514,0.372,63.53,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,7.67,84.7,34.3,0,0,262.98,0.264,1.583,136.49,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,0,6.08,65.7,35.8,0,1,217.52,1.672,3.28,67.05,adequada,ideal,estresse,synthetic_agronomic_soy
0,1,0,5.85,49.3,37.9,1,1,221.96,0.937,5.461,66.03,baixa,acido,estresse,synthetic_agronomic_soy
1,0,1,5.87,49.5,19.8,0,2,116.13,1.611,2.218,43.07,baixa,acido,ideal,synthetic_agronomic_soy
0,1,0,5.94,17.9,25.5,0,1,151.54,0.129,5.762,65.14,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,7.63,57.8,18.6,1,3,142.36,0.521,0.554,30.81,adequada,alcalino,ideal,synthetic_agronomic_soy
0,1,0,4.99,94.5,12.7,0,1,63.5,0.179,0.0,102.09,excesso,acido,baixa,synthetic_agronomic_soy
1,0,1,5.16,91.7,31.8,0,2,163.85,0.34,1.302,57.27,excesso,acido,ideal,synthetic_agronomic_soy
0,1,0,7.17,18.2,24.9,1,1,178.82,0.186,4.555,73.88,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,0,6.45,71.5,19.4,0,0,125.38,1.917,0.0,86.3,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.19,39.1,37.4,1,1,194.01,0.0,6.604,87.91,critica,acido,estresse,synthetic_agronomic_soy
1,0,1,4.9,87.2,26.9,1,2,131.76,0.314,0.518,62.72,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,5.47,18.6,41.8,1,1,228.98,0.0,10.847,81.29,critica,acido,estresse,synthetic_agronomic_soy
1,0,0,5.58,89.9,35.8,0,1,199.86,0.258,1.224,83.65,excesso,acido,estresse,synthetic_agronomic_soy
1,0,0,4.84,82.0,38.1,0,1,184.39,0.0,2.863,95.3,excesso,acido,estresse,synthetic_agronomic_soy
1,1,1,5.45,24.4,35.2,1,3,191.78,0.0,7.166,17.17,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,7.01,19.8,15.2,0,3,106.47,0.0,5.869,25.52,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,0,7.37,81.8,14.0,0,2,102.77,0.469,0.01,62.89,excesso,alcalino,baixa,synthetic_agronomic_soy
0,1,1,7.49,27.5,39.5,1,2,295.68,0.142,7.805,62.51,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,5.97,57.8,16.1,1,2,96.39,1.226,1.042,39.41,adequada,acido,baixa,synthetic_agronomic_soy
1,0,1,5.76,88.3,23.7,0,2,136.68,0.868,0.379,48.45,excesso,acido,ideal,synthetic_agronomic_soy
0,1,0,7.8,60.4,30.3,0,1,236.31,1.276,1.575,96.06,adequada,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.11,46.8,18.4,1,2,130.48,0.802,2.689,32.88,baixa,alcalino,ideal,synthetic_agronomic_soy
0,1,0,6.41,50.6,18.8,1,1,120.28,1.963,1.903,53.51,baixa,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.56,20.0,26.0,0,1,144.6,0.294,6.374,78.7,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,5.76,92.5,22.8,0,2,131.57,0.934,0.374,44.68,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,6.35,39.9,32.3,1,2,204.96,1.862,4.669,31.82,critica,ideal,estresse,synthetic_agronomic_soy
1,0,0,6.43,30.1,14.3,1,1,91.59,0.252,3.395,65.04,critica,ideal,baixa,synthetic_agronomic_soy
0,1,1,4.84,37.9,26.7,1,2,129.08,0.194,3.006,68.69,critica,acido,ideal,synthetic_agronomic_soy
0,0,1,7.68,92.1,17.2,0,1,132.28,0.044,0.6,89.33,excesso,alcalino,baixa,synthetic_agronomic_soy
1,0,1,6.53,22.5,30.2,0,2,197.12,0.522,7.274,30.32,critica,ideal,ideal,synthetic_agronomic_soy
0,0,0,6.57,84.4,15.5,0,0,101.71,0.318,0.0,92.91,excesso,ideal,baixa,synthetic_agronomic_soy
0,0,1,5.43,71.6,17.9,0,1,97.43,0.724,0.0,84.41,adequada,acido,baixa,synthetic_agronomic_soy
0,1,0,7.09,81.4,36.1,0,1,256.25,0.666,2.196,72.83,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,1,7.01,93.1,19.1,0,2,133.61,0.367,0.0,46.53,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.09,82.4,34.1,0,2,173.48,0.291,1.14,56.46,excesso,acido,estresse,synthetic_agronomic_soy
1,0,1,6.58,90.5,20.2,0,2,132.96,1.51,0.0,28.42,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.77,25.2,19.1,0,1,129.06,0.405,5.399,69.32,critica,ideal,ideal,synthetic_agronomic_soy
0,0,1,7.31,78.7,21.0,0,1,153.26,1.204,0.114,79.28,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,0,5.42,58.7,38.4,0,2,208.21,0.422,3.765,51.76,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,7.43,58.5,23.9,0,2,177.76,1.629,1.1,54.94,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,0,6.18,86.9,19.3,0,2,119.44,1.112,0.064,33.39,excesso,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.09,92.7,28.1,0,1,143.01,0.778,1.042,90.47,excesso,acido,ideal,synthetic_agronomic_soy
0,1,1,5.12,71.4,23.6,0,2,120.6,1.274,0.336,63.01,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,5.39,53.6,35.7,0,0,192.58,0.733,4.585,113.64,baixa,acido,estresse,synthetic_agronomic_soy
0,1,0,5.65,51.5,41.7,1,1,235.61,0.274,5.479,86.81,baixa,acido,estresse,synthetic_agronomic_soy
0,1,0,6.29,45.9,27.8,0,1,174.82,2.136,3.606,57.32,baixa,ideal,ideal,synthetic_agronomic_soy
1,1,0,7.05,43.9,25.6,1,2,180.05,1.729,1.226,47.84,baixa,alcalino,ideal,synthetic_agronomic_soy
1,1,1,5.36,46.3,22.3,1,3,119.48,0.891,2.708,26.54,baixa,acido,ideal,synthetic_agronomic_soy
0,0,0,7.78,22.2,41.2,1,0,320.45,0.304,9.579,129.08,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,1,5.28,21.2,26.5,0,2,140.03,0.0,6.567,52.17,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,6.6,77.4,17.3,0,2,114.41,1.27,0.003,36.8,excesso,ideal,baixa,synthetic_agronomic_soy
0,1,0,7.59,50.7,41.1,0,1,311.64,0.338,6.885,84.49,baixa,alcalino,estresse,synthetic_agronomic_soy
1,1,1,7.3,89.5,40.8,0,3,297.93,0.0,2.852,13.4,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,0,6.74,64.0,25.1,1,1,169.08,3.631,0.438,69.34,adequada,ideal,ideal,synthetic_agronomic_soy
1,1,0,6.95,17.8,22.4,1,2,155.92,0.0,4.435,41.2,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.2,27.6,32.4,1,2,168.63,0.053,6.026,55.6,critica,acido,estresse,synthetic_agronomic_soy
0,0,1,4.83,31.5,36.9,1,1,178.03,0.188,6.433,100.64,critica,acido,estresse,synthetic_agronomic_soy
0,0,0,6.1,93.1,27.0,0,0,164.5,0.727,0.0,90.14,excesso,ideal,ideal,synthetic_agronomic_soy
0,1,1,5.07,32.5,21.9,1,2,111.13,0.337,3.483,73.52,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,5.87,56.3,21.0,1,2,123.58,2.596,1.629,46.79,adequada,acido,ideal,synthetic_agronomic_soy
1,1,0,5.47,89.9,21.8,0,2,119.26,0.983,0.0,48.03,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,7.55,93.2,15.5,0,1,117.32,0.0,0.0,88.91,excesso,alcalino,baixa,synthetic_agronomic_soy
1,1,1,7.44,33.9,35.4,0,3,263.07,0.214,7.386,25.87,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,7.26,18.9,15.1,1,2,109.93,0.0,4.07,45.4,critica,alcalino,baixa,synthetic_agronomic_soy
1,0,1,6.94,27.3,23.9,1,2,166.25,0.362,3.333,39.29,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,1,5.26,20.1,37.0,1,3,194.96,0.0,8.766,23.54,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,4.95,30.6,24.1,0,3,119.29,0.404,4.032,27.6,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,6.76,60.5,20.8,0,2,140.93,2.687,1.325,42.89,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.73,88.0,40.4,0,1,272.08,0.136,2.674,62.23,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,1,5.91,58.0,15.8,0,3,93.33,1.067,1.685,10.24,adequada,acido,baixa,synthetic_agronomic_soy
0,1,1,6.22,65.1,38.5,0,2,239.68,1.312,3.828,33.31,adequada,ideal,estresse,synthetic_agronomic_soy
0,1,0,6.27,31.1,13.9,0,1,86.88,0.619,4.65,67.91,critica,ideal,baixa,synthetic_agronomic_soy
0,1,0,5.52,79.0,24.4,0,1,134.72,0.706,0.453,81.97,excesso,acido,ideal,synthetic_agronomic_soy
1,1,0,5.74,64.4,31.0,0,2,177.74,2.897,2.526,55.78,adequada,acido,ideal,synthetic_agronomic_soy
0,1,0,6.06,84.1,23.1,0,1,139.88,2.159,0.539,64.53,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,0,6.61,90.9,28.0,0,2,185.32,1.495,0.278,32.34,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,0,7.67,42.8,18.1,0,2,138.93,0.418,2.472,65.64,baixa,alcalino,ideal,synthetic_agronomic_soy
0,0,0,6.42,22.2,29.1,1,0,186.5,0.476,5.527,94.13,critica,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.99,33.1,16.0,0,1,112.15,0.105,4.502,72.48,critica,alcalino,baixa,synthetic_agronomic_soy
0,1,0,7.22,50.0,35.9,1,1,259.11,0.622,3.3,86.81,baixa,alcalino,estresse,synthetic_agronomic_soy
0,0,1,5.14,90.7,29.5,0,1,151.72,0.647,0.837,98.02,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,6.76,45.3,26.5,1,2,178.84,2.488,1.529,33.54,baixa,ideal,ideal,synthetic_agronomic_soy
1,1,1,6.25,76.7,13.6,0,3,85.2,0.731,0.618,3.29,excesso,ideal,baixa,synthetic_agronomic_soy
0,0,1,6.52,58.2,27.0,1,1,175.92,4.029,1.607,59.32,adequada,ideal,ideal,synthetic_agronomic_soy
1,1,0,4.92,29.6,28.9,1,2,142.09,0.36,4.426,61.45,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,7.52,40.7,20.0,0,2,150.15,0.422,3.572,57.91,baixa,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.66,67.3,32.3,1,2,247.58,1.108,1.412,61.12,adequada,alcalino,estresse,synthetic_agronomic_soy
0,1,0,4.81,68.8,14.3,1,1,68.8,0.241,0.299,105.56,adequada,acido,baixa,synthetic_agronomic_soy
1,0,1,5.44,49.8,18.3,0,2,99.31,0.63,2.454,53.35,baixa,acido,ideal,synthetic_agronomic_soy
0,0,0,5.34,33.3,34.1,1,0,182.26,0.465,6.17,116.68,critica,acido,estresse,synthetic_agronomic_soy
0,1,0,7.14,72.8,16.4,1,1,117.28,0.535,0.0,90.55,adequada,alcalino,baixa,synthetic_agronomic_soy
1,0,0,6.59,28.5,19.4,1,1,127.71,0.226,3.682,62.91,critica,ideal,ideal,synthetic_agronomic_soy
1,0,1,5.33,89.9,31.5,0,2,168.09,0.802,1.889,62.27,excesso,acido,ideal,synthetic_agronomic_soy
0,1,0,7.24,30.0,33.9,1,1,245.25,0.0,5.982,83.45,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,1,5.86,23.6,13.5,0,3,79.38,0.269,5.666,19.41,critica,acido,baixa,synthetic_agronomic_soy
1,1,0,6.18,54.8,15.8,1,2,97.67,1.139,0.969,29.77,baixa,ideal,baixa,synthetic_agronomic_soy
1,0,1,5.96,56.6,25.4,0,2,151.33,3.925,2.57,38.95,adequada,acido,ideal,synthetic_agronomic_soy
0,1,1,6.36,55.7,29.8,1,2,189.55,4.364,2.308,26.69,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,1,6.24,49.9,25.6,0,2,159.84,3.494,2.076,29.29,baixa,ideal,ideal,synthetic_agronomic_soy
1,1,0,5.62,94.6,31.4,0,2,176.65,0.693,1.59,49.52,excesso,acido,ideal,synthetic_agronomic_soy
1,1,0,6.07,53.9,34.7,0,2,210.63,2.061,4.024,35.25,baixa,ideal,estresse,synthetic_agronomic_soy
1,1,0,7.53,53.2,40.5,0,2,304.66,0.731,6.371,50.11,baixa,alcalino,estresse,synthetic_agronomic_soy
0,1,0,6.31,48.7,22.5,1,1,141.92,2.28,2.325,57.23,baixa,ideal,ideal,synthetic_agronomic_soy
1,1,1,7.55,20.3,16.9,1,3,127.53,0.0,5.28,23.35,critica,alcalino,baixa,synthetic_agronomic_soy
0,1,0,6.45,62.4,19.9,0,1,128.51,2.443,0.997,61.92,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,1,7.11,33.2,16.4,0,2,116.87,0.286,4.431,39.13,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,0,5.68,66.0,23.8,0,2,135.36,2.594,0.0,44.14,adequada,acido,ideal,synthetic_agronomic_soy
